char,word
拖,dra'g
拗,kru'ke@d
拆,spli't
抬,li'ft
拎,ho`l
拜,wers'e@p
挖,di'g
按,hould
拼,li'ngk
拭,waip
持,hould
拮,bi:
拽,dra'g
指,fi'ngger
拱,a`rts'
拷,to`rts'er
拯,he'lp
括,fa'se@n
拾,ga'd&er
拴,fa'se@n
挑,ts'a'le@ndz'
拳,fi'st
挈,ka'ri:
拿,ka'ts'
捎,se@le'kt
挾,i'nsert
振,s'eik
捕,ka'ts'
捂,ri'zi'st
捆,baind
捏,ni:d
捉,ka'ts'
挺,breivli:
捐,t&rou
挽,so`
挪,mu:v
挫,kras'
挨,e@prouts'
掠,pi'li'dz'
控,wi'd&dro`
捲,roul
掖,said
探,group
接,tats'
捷,vi'kteri:
捧,gi'v
掘,di'g
措,se@spe'nd
捱,pre@kra'ste@neit
掩,kaver
掉,s'eik
掃,swi:p
掛,ha'ng
捫,strouk
推,ke@ndz'e'kts'er
掄,swi'ng
授,i'mpa`rt
掙,straiv
採,pi'k
掬,sku:p
排,ri:pyu:di:eit
掏,pi'kpa`ke@t
掀,reiz
捻,twerl
捩,skru:
捨,di'ska`rd
掣,ri:strein
掌,ru:l
描,ske'ts'
揀,se@le'kt
揩,waip
揉,rab
揆,ka'te@go`ri:
揍,
插,i'nsert
揣,ke@ndz'e'kts'er
提,pre@pouz
握,gri'p
揖,e@se'mbe@l
揭,reiz
揮,bra'ndi's'
捶,straik
援,e@be't
揪,pi'nts'
換,i'nterts'eindz'
摒,i'kspe'l
揚,reiz
搓,breid
搾,skwi:z
搞,kle're@fai
搪,i'veid
搭,bo`rd
搽,smi'r
搬,ke@nveier
搏,si:z
搜,serts'
搔,skra'ts'
損,da'me@dz'
搶,t&rast
搖,wa'g
搗,paund
撇,di'ska`rd
摘,pi'nts'
摔,stambe@l
撤,ri:mu:v
摸,serts'
摟,hag
摺,rab
摑,sla'p
摧,breik
摩,ts'eif
摯,gi'ft
摹,treis
撞,t&rast
撲,sla'p
撈,ka'ts'
撐,se@po`rt
撰,ke@mpouzi'ng
撥,ri'dz'e'kt
撓,be'nd
撕,breik
撩,di'so`rder
撒,ska'ter
撮,sna'ps'a`t
播,pla'nt
撫,strouk
撚,twi'st
撬,li'ft
擅,se'lf
擁,hag
擋,e@bstrakt
撻,wi'p
撼,mu:v
據,a`kye@pai
擄,ka'pts'er
擇,se@le'kt
擂,graind
操,me@nu:ver
撿,i'nspe'kt
擒,ka'pts'er
擔,ka'ri:
擎,se@po`rt
擊,straik
擘,te'r
擠,pu's'
擰,pi'nts'
擦,greit
擬,mi'mi'k
擱,lei
擴,bro`de@n
擲,hi't
擾,di'sterb
攆,
擺,pu's'
擻,s'eik
攀,klaim
攏,ke@le'kt
攘,sti:l
攔,e@bstrakt
攙,gi'v
攝,sere@ge@t
攜,ka'ri:
攤,oupe@n
攣,kru'ke@d
攫,a'bdakt
攪,di'sterb
攬,hould
支,bra'nts'
收,i'nkam
改,re'fermeis'e@n
攻,e@gre's'e@n
放,ri:li:s
政,pa`le@ti'ks
故,ha'pe@nsta'ns
效,ri'zalt
敝,bi:
敖,plei
救,sa'lveis'e@n
教,ti:ts'
敗,feilyer
啟,
敏,kle'verne@s
敘,i'kspre's
敞,bro`d
敦,i'nde@stri:
敢,de'ri'ng
散,ska'ter
敬,a`
敲,straik
敵,e'ne@mi:
敷,spre'd
數,namber
整,o`rge@naiz
斂,taite@n
斃,ki'l
文,se'nte@ns
斑,spa`t
斐,byu:te@fe@l
斗,bi'g
料,fi:
斜,daia'ge@ne@l
斟,e'ste@me@t
斡,ru:l
斤,a'ks
斥,ri'dz'e'kt
斧,a'ks
斫,kat
斬,bi'he'di'ng
斯,d&i's
新,nu:
斷,se'ver
方,dere'ks'e@n
於,a't
施,gi'v
旁,ke'ri'kter
旅,tri'p
族,traib
旋,routeis'e@n
旌,fla'g
旎,rouma'nti'k
旗,fla'g
旖,rouma'nti'k
既,pri:vi:e@sli:
日,dei
旦,deibreik
早,erli:
旨,di'li's'e@s
旬,si:ze@n
旭,raizi'ng
旱,draut
旺,fleri's'i'ng
昔,a'nti'kwe@ti:
易,i:zi:
昌,pra`spere@s
昆,di'se'nde@nts
昂,raiz
明,brait
昀,sanlait
昏,da`rk
春,spri'ngtaim
昭,s'aini'ng
映,ri'fle'kt
昧,da`rk
是,d&i's
星,sta`r
昨,ye'sterdei
時,taim
晉,e@dva'ns
晏,leit
晃,kli'r
晒,bli:ts'
晌,nu:n
晝,deitaim
晚,nait
晤,kli'r
晨,mo`rni'ng
晦,da`rk
普,yu:ne@verse@l
晰,kli'r
晴,kli'r
晶,spa`rke@l
景,si:neri:
暑,saltri:
智,wi'zde@m
暗,da`rkne@s
暉,s'ain
暇,re'st
暈,heilou
暖,wo`rmt&
暢,stre'ts'
暨,
暮,i:vni'ng
暫,te'mpere're@li:
暴,autberst
曆,ka'le@nder
曉,do`n
暹,sanraiz
曙,do`n
曖,da`rk
曠,waid
曝,bli:ts'
曦,san
曰,sei
曲,be'nd
曳,pu'l
更,ri'nu:
曷,wai
書,rait
曹,o`fi's
勗,bi:
曾,wans
替,i'ksts'eindz'
會,mi:t
月,mant&
有,pe@ze's
服,kloud&i'ng
朋,ke@mpa'nye@n
朔,ke@ndz'angks'e@n
朕,me@dz'e'sti'k
朗,me@loudi:e@s
望,a'mbi's'e@n
期,pi'ri:e@d
朝,mo`rni'ng
朦,di'm
朧,glu:m
木,tri:
朮,taip
本,bu'k
未,hi'd&ertu:
末,e'nd
札,ta'g
朽,di'kei
朴,kru:d
朱,vermi'lye@n
朵,
束,bande@l
李,plam
杏,eipre@ka`t
材,lamber
村,vi'le@dz'
杜,wu'dz
杖,sta'f
杞,ri'ver
杉,si:der
杭,steik
枋,ra'ft
枕,pi'lou
東,i:st
果,fru:t
杳,da`rkne@s
杷,loukwa`t
枇,loukwa`t
枝,bau
林,grouv
杯,gla's
杰,hi'rou
板,pla'ngk
枉,be'nd
松,pain
析,ts'a`p
杵,wu'de@n
枚,s'i:t
柿,persimmon
染,dai
柱,pi'ler
柔,te'nder
某,wan
柬,se@le'kt
架,i're'kt
枯,wi'd&er
柵,sta`keid
柩,bi:r
柯,ha'nde@l
柄,di'zain
柑,si'tre@s
枴,kein
柚,si'tre@n
查,
枸,kwi'ns
柏,ouk
柞,taip
柳,wi'lou
校,i'gza'm
核,nu:kli:e@s
案,pla'n
框,freimwerk
桓,ma`rki'ng
根,ru:t
桂,dz'a'pe@ni:z
桔,used
栩,taip
梳,koum
栗,ts'e'snat
桌,teibe@l
桑,malbe'ri:
栽,pla'nteis'e@n
柴,bras'
桐,paulownia
桀,me'z'eri'ng
格,sta'te@s
桃,pi:ts'
株,sta`ks
桅,ma'st
栓,plag
梁,wi:r
梯,la'der
梢,tri:to`ps
梓,tri:
梵,sa'nskri't
桿,s'i:ld
桶,tab
梱,pa'k
梧,ts'aini:z
梗,moust
械,ke@ntra'ps'e@n
梃,le'ver
棄,e@ba'nde@n
梭,s'ate@l
梆,wa`ts'me@n
梅,plam
梔,ga`rdi:nye@
條,a`rte@ke@l
梨,pe'r
梟,aul
棺,ko`fi'n
棕,he'mp
棠,waild
棘,t&o`rn
棗,dz'u:dz'u:b
椅,ts'e'r
棟,ri'dz'
棵,a'dz'angkt
森,fo`re@st
棧,kro`spi:s
棹,poul
棒,ra`d
棲,laiv
棣,flaueri'ng
棋,ts'e's
棍,kein
植,pla'nt
椒,dz'a'pe@ni:z
椎,ma'li't
棉,ka`te@n
棚,s'e'lf
榔,be'te@l
業,bi'zne@s
楚,wi'p
楷,kere'ktne@s
楠,tri:
楔,we'dz'
極,e'kstri:m
椰,kouke@nat
概,autlain
楊,wi'lou
楨,ha`rdwu'd
楫,o`r
楞,ko`rner
楓,meipe@l
楹,pi'ler
榆,
榜,rader
榨,ve'dz'te@be@l
榕,e'vergri:n
槁,dai
榮,fleri's'
槓,le'ver
構,pa`sts'er
榛,heize@lnat
榷,toul
榻,ts'e'r
榫,fi't
榴,pa`me@gra'ne@t
槐,taip
槍,spi'r
榭,ki:o`sk
槌,ha'mer
樣,wei
樟,camphor
槨,auter
樁,steik
樞,pi've@t
標,sainpoust
槽,va't
模,i'me@teis'e@n
樓,tauer
樊,keidz'
槳,o`r
樂,myu:zi'k
樅,fer
樽,ba're@l
樸,ba`rk
樺,berts'
橙,bi'ter
橫,e@kro`s
橘,ma'ndere@n
樹,ti'mber
橄,a`le@v
橢,i'li'ps
橡,ho`rs
橋,bri'dz'
橇,sle'd
樵,lamberdz'a'k
機,lu:m
檀,si:der
檔,s'e'lf
檄,ma'ne@fe'stou
檢,ts'e'k
檜,dz'a'pe@ni:z
櫛,koum
檳,be'te@l
檬,le'me@n
櫃,ts'e'st
檻,pe'n
檸,le'me@n
櫂,o`r
櫥,
櫝,ka'be@ne@t
櫚,kaind
櫓,o`r
櫻,ts'e'ri:
欄,ka`le@m
權,e@t&o`re@ti:
欖,ts'aini:z
欠,la'k
次,ne'kst
欣,ri'dz'ois
欲,lo`ngi'ng
款,gu'dwi'l
欺,de@si:t
欽,ri'spe'kt
歇,i'gzo`sti'd
歉,i'nse@fi's'e@nsi:
歌,so`ng
歐,yu're@p
歙,mi:t
歟,pa`rte@ke@l
歡,di'lait
止,sta`p
正,kere'kt
此,d&i's
步,ste'p
武,wo`ri:er
歧,fo`rk
歪,wo`rp
歲,
歷,pa'st
歸,houmkami'ng
歹,ba'd
死,de't&
歿,dai
殃,mi'sfo`rts'e@n
殆,o`lmoust
殊,pa`rti'kye@lerli:
殉,ma`rterde@m
殘,le'ftouver
殖,o`gme'nt
殤,daii'ng
殮,dre's
殯,laii'ng
殲,ma'se@ker
段,greid
殷,fleri's'i'ng
殺,ki'l
殼,hask
毀,breik
殿,mi'ster
毅,stro`ng
毆,bi:t
毋,du:
母,mad&er
每,e'veri:
毒,poize@n
毓,reiz
比,ke@mpe'r
毗,he'lp
毛,fer
毫,bras'
毯,wu'l
毽,
氏,kla'n
民,pi:pe@l
氐,neim
氓,pi:pe@l
氖,
氛,e'r
氟,flu'ri:n
氣,spi're@t
氧,a`kse@dz'e@n
氨,e@mounye@
氦,hi:li:e@m
氤,spi'ri'ti'd
氫,
氮,zi:na`n
氯,
氳,pra`spe're@ti:
水,wo`ter
永,i'terne@ti:
汁,su:p
汀,s'o`r
氾,waid
求,ri'kwe'st
汝,yu:
汗,swe't
汙,fi'lt&i:
江,kri:k
池,pa`nd
汐,taid
汕,fi's'
汞,merkyeri:
沙,sa'nd
沁,pe'ne@treit
沈,si'ngk
沉,si'ngk
沅,neim
沛,swa`mp
汪,waid
決,di'said
沐,wa`s'
汰,wa`s'i'ng
沌,praimi:ve@l
汨,si'ngk
沖,o`fi'ng
沒,na`t
汽,veiper
沃,ferti'le@ti:
汲,dro`
汾,neim
泣,krai
注,po`r
泳,swi'm
沱,floui'ng
泌,u:z
泥,mad
河,ri'ver
沽,prais
沾,moise@n
沼,ma`rs'
波,weivz
沫,spla's'
法,me't&e@d
泓,di:p
沸,si:d&
泄,li:k
油,oil
況,ke@ndi's'e@n
沮,sta`p
泗,neim
泅,swi'm
泱,klaudz
沿,ran
治,rein
泡,babe@lz
泛,flout
泊,ouvernait
泉,spri'ng
泰,pi:sfe@l
洋,ous'e@n
洲,ka`nte@ne@nt
洪,de'lyu:dz'
流,kere@nt
津,heive@n
洌,pyu'r
洱,leik
洞,de'n
洗,wa`s'
活,laivli:
洽,fa`r
派,fa'ks'e@n
洶,serdz'
洛,kyoutou
浪,wa`nderi'ng
涕,te'rz
消,i'ksti'nggwi's'
涇,neim
浦,bei
浸,i'merst
海,si:
浙,neim
涓,dra`p
浬,na`t
涉,fo`rd
浮,flouti'ng
浚,dre'dz'
浴,beid&
浩,e@bande@ns
涎,se@laive@
涼,ri'fre's'i'ng
淳,pyu'r
淙,saund
液,flu:e@d
淡,t&i'n
淌,flou
淤,mad
添,a'ne'kst
淺,s'a'lou
清,pyu'r
淇,neim
淋,lounli:
涯,heraize@n
淑,greisfe@l
涮,ri'ns
淞,neim
淹,di'p
涸,me@ts'u'r
混,mi'ks
淵,e@bi's
淅,wa`s'
淒,mi'zere@be@l
渚,stra'nd
涵,i'mers
淚,te'rz
淫,lewdness
淘,se@le'kt
淪,si'ngk
深,di:p
淮,neim
淨,pyu'r
淆,terbi'de@ti:
淄,ri'ver
港,ha`rber
游,flout
湔,wa`s'
渡,tra'nzi't
渲,a'd
湧,boil
湊,po`rt
渠,di'ts'
渥,kaindne@s
渣,dre'gz
減,dwi'nde@l
湛,fi'l
湘,neim
渤,pleis
湖,leik
湮,si'ngk
渭,neim
渦,werlpu:l
湯,ba't&
渴,t&ersti:
湍,ra'pe@dz
渺,taini:
測,fa'd&e@m
湃,saund
渝,ts'eindz'
渾,o`l
滋,neri's'i'ng
溉,
渙,ska'ter
溢,ouverflou
溯,gou
滓,dre'gz
溶,me'lt
滂,floui'ng
源,so`rs
溝,gater
滇,pra`ve@ns
滅,di'stroi
溥,fa`r
溘,sade@n
溼,
溺,draun
溫,lu:kwo`rm
滑,sli'peri:
準,ke@nfo`rm
溜,ke@le'kt
滄,ous'e@n
滔,ouverfloui'ng
溪,va'li:
漳,neim
演,perfo`rme@ns
滾,flou
漓,dra`pi'ng
滴,dri'p
漩,e'di:
漾,dri'ft
漠,veig
漬,pi'kli'ng
漏,li:k
漂,dri'ft
漢,ts'aine@
滿,fi'l
滯,e@bstrakt
漆,la'ker
漱,ri'ns
漸,ste'de@li:
漲,ouverflou
漣,ri'pe@lz
漕,roui'ng
漫,ka`rtu:n
漯,ri'ver
澈,t&erouli:
漪,swerli'ng
滬,wi:r
漁,fi's'i'ng
滲,i'mbyu:d
滌,ri'ns
漿,dri'ngk
潼,hai
澄,lu:si'di'ti:
潑,po`r
潦,rano`f
潔,pyu'r
澆,spri'ngke@l
潭,di:p
潛,ke@nsi:l
潸,floui'ng
潮,taid
澎,terbye@le@nt
潺,saund
潰,kras'
潤,we't
澗,va'li:
潘,wo`ter
濂,neim
澱,se'de@me@nt
澡,wa`s'
濃,ka`nse@ntreiti'd
澤,swa`mp
濁,voist
澧,ri'ver
澳,kervi'ng
激,vaie@le@nt
澹,ka`m
濘,muddiness
濱,bi:ts'
濟,eid
濠,mout
濛,da`rk
濤,weivz
濫,i'kse'si'v
濯,lo`ndri:
澀,e@stri'ndz'e@nt
濬,di:p
濡,da'mp
瀉,i'va'kye@weis'e@n
瀋,dz'u:s
濾,fi'lter
瀆,di'ts'
濺,spri'ngke@l
瀑,wo`terfo`l
瀏,kli'r
瀛,ous'e@n
瀟,pyu'r
瀨,ra'pe@dz
瀚,waid
瀝,dra`pi'ng
瀕,s'o`r
瀾,la`rdz'
瀰,bro`d
灌,po`r
灑,spri'ngke@l
灘,oupe@n
灣,galf
灤,ri'ver
火,faier
灰,a's'e@z
灶,ki'ts'e@n
灼,mera'kye@le@s
災,di'za'ster
灸,moxa
炕,bri'k
炎,i'nfle@meis'e@n
炒,broil
炊,ku'k
炙,roust
炫,s'ain
為,du:
炳,kli'r
炬,to`rts'
炯,lait
炭,ts'a`rkoul
炸,fraii'ng
炮,bern
烊,sme'lt
烘,beik
烤,beik
烙,bern
烈,a`rde@nt
烏,krou
烹,boil
焉,hau
焊,
烽,si'gne@l
焙,faier
焚,bern
焦,ts'a`r
焰,fleim
無,nat&i'ngne@s
然,sou
煮,boil
煎,broil
煙,smouk
煩,a'ngzaie@ti:
煤,su't
煉,re@fain
照,i'lu:mi'ni't
煜,brait
煬,roust
煦,wo`rm
煌,gli'ter
煥,s'ain
煞,beilfe@l
熔,fyu:z
熙,brait
煽,fa'n
熊,be'r
熄,se'seis'e@n
熟,me'lou
熬,pa`rts'
熱,hi:t
熨,smu:d&
熾,ki'ndli'ng
燉,faieri:
燐,fa`sfere@s
燒,bern
燈,la'mp
燕,swa`lou
熹,bern
燎,bern
燙,sko`ld
燜,si'mer
燃,bern
燄,fleim
燧,si'gne@l
營,ka'mp
燮,ma`dere@t
燦,bri'lye@nt
燥,pa`rts'
燭,lait
燬,bleiz
燴,
燻,fyu:m
爆,ba`m
爍,s'ain
爐,faierpleis
爛,i'nfleimd
爨,ku'k
爪,klo`
爬,skra'ts'
爭,fait
爰,d&e'rfo`r
爵,ba're@n
父,fa`d&er
爸,fa`d&er
爹,fa`d&er
爺,ould
爻,mi'ks
爽,ri'fre's'i'ng
爾,yu:
牆,fe'ns
片,li:f
版,e@di's'e@n
牌,leibe@l
牒,leibe@l
牖,wi'ndou
牘,le'ter
牙,task
牛,kau
牟,pyu:pe@l
牝,fi:meil
牢,pri'ze@n
牡,meil
牠,i't
牧,bri:d
物,t&i'ng
牲,o`feri'ng
牯,kau
牴,tats'
特,spe's'e@l
牽,pu'l
犁,plau
犄,a'ne@me@l
犀,raina`sere@s
犒,t&a'ngks
犖,brait
犛,ya'k
犢,ka'f
犧,sa'kre@fais
犬,do`g
犯,kraim
狄,ba`rbe'ri:e@n
狂,lu:ne@ti'k
狀,fo`rm
狎,i'kspi'ri:e@nst
狙,sait
狗,papi:
狐,fa`ks
狩,hant
狠,vi's'e@s
狡,kani'ng
狼,wu'lf
狹,ne'rou
狽,wu'lf
狸,ra'ku:n
狷,s'o`rt
猜,e'nvi:
猛,fi'rs
猖,se@vi'r
猓,mangki:
猙,ferous'e@s
猶,ferd&ermo`r
猥,a`bsi:n
猴,mangki:
猩,o`ra'nge@ta'n
猷,pla'n
獅,laie@n
猿,mangki:
猾,kra'fti:
獄,pri'ze@n
獐,roubak
獎,praiz
獗,sto`rm
獨,e@loun
獰,ba'd
獲,si:z
獷,fi'rs
獵,hant
獸,bi:st
獺,a`ter
獻,o`fer
玀,pi'g
玄,mi'sti'ri:e@s
率,reis'i:ou
王,ki'ng
玉,dz'u:e@l
玖,nain
玩,plei
玨,tu:
玟,dz'e'm
玫,rouz
玷,flo`
珊,ko`re@l
玻,gla's
玲,saund
珍,re'r
珀,a'mber
玳,to`rte@s
班,skwa`d
琉,dz'e'm
珮,bo`be@l
珠,perl
琅,pre's'e@s
琊,pleis
球,bo`l
理,la`dz'i'k
現,pre'ze@nt
琍,
琺,i'na'me@l
琪,taip
琳,dz'u:e@l
琢,pa`li's'
琥,yu:te'nse@l
琵,lu:t
琶,lu:t
琴,ha`rp
瑯,pre's'e@s
瑚,ko`re@l
瑕,flo`
瑟,la`rdz'
瑞,ke@ngra'ts'e@leis'e@nz
瑁,eints'e@nt
琿,dz'u:e@l
瑙,a'ge@t
瑛,kri'ste@l
瑜,dz'u:e@l
瑤,byu:te@fe@l
瑣,smo`l
瑪,a'ge@t
瑰,streindz'
瑩,kli'r
璋,se're@mouni:e@l
璃,gla'si:
璜,dz'eid
璣,perl
璩,i'ri'ngz
環,ri'ng
璦,fain
璧,sfi'r
璽,e'mperer
瓊,re'd
瓏,kle're@ti:
瓜,me'le@n
瓠,go`rd
瓢,go`rd
瓣,pe'te@l
瓦,tail
瓶,ba`te@l
瓷,hai
甄,po`rse@le@n
甌,dz'ag
甕,dz'a`r
甘,swi:t
甚,tre@me'nde@sli:
甜,swi:t
生,laif
產,
甥,ne'fyu:
甦,ri'vaivd
用,yu:te@laiz
甩,di'ska`rd
甬,roud
甫,ferst
甭,
田,rais
由,we'rfo`r
甲,a`rmer
申,ha'v
男,meil
甸,autskerts
甽,i're@geis'e@n
畏,fi'r
界,werld
畔,le'vi:
畝,ferou
畜,laivsta`k
畚,ba'ske@t
留,di'tein
略,e@bri:vi:eis'e@n
畦,ferou
畢,fi'ni's'
異,e@nka`me@n
畫,pi'kts'er
番,tern
當,be'r
畸,di'fere@ns
疇,bi'fo`r
疆,baunderi:
疊,fould
疋,he'd
疏,nout
疑,daut
疝,stame@k
疙,pi'mpe@l
疚,e@s'eimd
疫,e'pe@de'mi'k
疤,ska`r
疥,i:raps'e@n
疾,ra'pe@dli:
病,i'l
症,si'mpte@mz
疲,i'gzo`sti'd
疳,ts'i'ldre@n
疽,carbuncle
疼,eik
疹,mi:ze@lz
痔,pailz
痕,ma`rk
疵,kra'k
痢,daieri:e@
痛,pein
痣,bert&ma`rk
痙,ha'v
痘,pa`ks
痊,hi:l
痞,ka`nste@peis'e@n
瘀,ke@ntu:z'e@n
痰,spyu:te@m
瘁,fe@ti:g
痲,mi:ze@lz
痱,alserz
痺,po`lzi:
痿,a'tre@fi:
痴,stu:pe@d
瘧,eigyu:
瘍,swe'li'ng
瘋,i'nsa'ne@ti:
瘉,ri'kaver
瘓,pera'le@se@s
瘠,ge't
瘩,pi'mpe@lz
瘟,ke@nteidz'e@s
瘤,lamp
瘦,t&i'n
瘡,waund
瘴,mi:a'zme@
瘸,le'g
癆,ra's'
療,hi:l
癌,ka'nser
癖,ma'neri'ze@m
癘,le'pre@si:
癒,hi:li'ng
癢,i'ts'i:
癥,e@bstraks'e@n
癩,le'pre@si:
癮,ra's'
癬,ringworm
癱,pera'le@se@s
癲,i'nsa'ne@ti:
癸,ka'le@nder
登,e@se'nd
發,di'pa`rts'er
白,wait
百,handre@d
皂,
的,ma`rk
皆,o`l
皇,e'mperer
皈,houmkami'ng
皎,wait
皖,vi:ne@s
皓,wait
皚,wait
皮,pe'lt
皰,pi'mpe@l
皴,ri'ngke@lz
皺,ri'ngke@lz
皿,di's'
盂,boul
盈,fu'lne@s
盆,beise@n
盃,gla's
益,be'ne@fi't
盍,ka`nggre@geit
盎,kap
盔,he'lme@t
盒,kaverd
盛,bu:m
盜,t&i:f
盞,seik
盟,e@laie@ns
盡,i'gzo`st
監,ouversi:
盤,trei
盧,hat
盥,tab
盪,me'lt
目,ai
盯,
盲,blaind
直,streite@wei
省,ke@nserv
盹,douz
相,myu:ts'u:e@l
眉,aibrau
看,si:
盾,s'i:ld
盼,lu'k
眩,feint
真,tru:
眠,sli:p
眨,wi'ngk
眷,lu'k
眾,ma'se@z
眼,aibo`l
眶,aili'd
眸,pyu:pe@l
眺,ste'r
睏,sli:pi:
睛,pyu:pe@l
睫,aila's'i'z
睦,i'nte@me@t
睞,skwi'nt
督,kouts'
睹,si:
睪,spai
睬,noute@s
睜,ste'r
睥,gle'r
睨,e@t&o`re@ti:
瞄,teik
睽,ste'ri'ng
睿,i'nte'le@dz'e@ns
睡,drauzi:
瞎,blaind
瞇,
瞌,sli:pi:
瞑,sli:p
瞠,ste'r
瞞,di'se'ps'e@n
瞟,skwi'nt
瞥,gla'ns
瞳,pyu:pe@l
瞪,ste'r
瞰,lu'k
瞬,wi'ngk
瞧,si:
瞭,kli'r
瞽,blaind
瞿,surname
瞻,lu'k
矇,blaind
矓,
矗,luxuriance
矚,lu'k
矛,a`rmz
矜,praid
矢,da`rt
矣,se'nte@ns
知,nou
矩,ru:ler
短,s'o`rt
矮,lou
矯,re'kte@fai
石,stoun
矽,
砂,sa'nd
研,pa`li's'
砌,taim
砍,ha'k
砰,ba'ng
砧,bla`k
砸,
砝,ba'le@ns
破,ri'p
砷,a`rse@ni'k
砥,we'tstoun
砭,pi'rs
硫,salfer
硃,si'ne@ba`r
硝,naitreit
硬,sti'f
硯,inkstone
碎,breik
碰,ke@laid
碗,po`rse@le@n
碘,aie@dain
碌,sa'te@sfa'ktri:
碉,
硼,bo`ra`n
碑,tu:mstoun
磁,ma'gne@t
碟,pleit
碧,blu:
碳,ka`rbe@n
碩,la`rdz'
磋,pa`li's'
磅,paund
確,e@s'u're@ns
磊,me'ni:
碾,mo`rter
磕,hi't
碼,namber
磐,ra`k
磨,graind
磚,tail
磬,apsaid
磷,fa`sfere@s
磺,salfer
磴,stoun
磯,si:s'o`r
礁,ri:f
礎,ko`rnerstoun
礙,e@bstrakt
礦,main
礪,we'tstoun
礬,a'le@m
礫,smo`l
示,s'ou
社,kampe@ni:
祀,e'ns'rain
祁,i'nte'ns
祆,ga`d
祉,we'lfe'r
祈,prei
祇,pi:sfe@l
祕,mi'sti'ri:e@s
祐,he'lp
祠,smo`l
祟,kers
祖,a'nse'ster
神,ga`dz
祝,se'le@breit
祗,ri'spe'ktfe@l
祚,ha'pi:ne@s
祥,a`spi's'e@s
票,ba'le@t
祭,ri'ts'u:e@l
祺,fo`rts'e@ne@t
祿,fi:f
禁,proue@bi's'e@n
禎,ha'pi:ne@s
福,ble'si'ng
禍,ke@la'me@ti:
禦,di'fe'nd
禧,fo`rts'e@ne@t
禪,ze'n
禮,ma'nerz
禱,prei
禹,neim
萬,te'n
禽,berd
禾,tu:
私,praive@t
秀,i'kse'l
禿,be'r
秉,teik
科,di'pa`rtme@nt
秒,se'ke@nd
秋,o`te@m
秤,ba'le@nse@z
秣,fa`der
秧,rais
租,te're@f
秦,ma'nts'u:
秩,re'gye@le're@ti:
移,s'i'ft
稍,slaitli:
稈,stro`
程,i'kste'nt
稅,
稀,re'r
稜,a'ngge@l
稚,i'me@tyu'r
稠,de'nse@ti:
稔,ha`rve@st
稟,sa'leri:
種,spi:s'i:z
稱,ko`l
稿,dra'ft
稼,erni'ngz
穀,si'ri:e@lz
稽,t&i'ngk
稷,mi'le@t
稻,rais
積,va`lyu:m
穎,kle'verne@s
穆,ri'spe'ktfe@l
穌,ri'vaiv
穗,i:r
穡,ha`rve@st
穢,derti:
穫,ha`rve@st
穩,ka`m
穴,houl
究,ri:serts'
空,e'mpti:
穹,skai
穿,di'g
突,sta'b
窄,ne'rou
窈,kwaie@t
窒,e@bstrakt
窕,kwaie@t
窘,ri:byu:k
窗,wi'ndou
窖,se'ler
窟,ka'vern
窠,ne'st
窪,di'pre's'e@n
窩,keiv
窯,ki'ln
窮,de'ste@tu:t
窺,ri:ke@noiter
竄,fli:
竅,houl
竇,houl
竊,sti:l
立,raiz
站,sta`p
童,dz'u:ve@ne@l
竣,e'nd
竭,e'nd
端,e'dz'
競,e'mye@leit
竹,ba'mbu:
竺,ba'mbu:
竿,poul
竽,eints'e@nt
笆,t&o`rni:
笑,la'f
笠,ba'mbu:
笨,ko`rs
笛,flu:t
第,nou
符,touke@n
笙,ri:d
笞,wi'p
等,e'tse'tere@
策,ski:m
筆,raiti'ng
筐,ba'mbu:
筒,si'le@nder
答,se@lu:s'e@n
筍,ba'mbu:
筋,mase@l
筏,ra'ft
筷,ts'a`psti'ks
節,noud
筠,ba'mbu:
管,paip
箕,wi'noui'ng
箋,peiper
筵,stro`
算,ka'lkye@leit
箝,i'nsert
箔,foil
箏,koutou
箭,a'rou
箱,ba`ks
範,pa'tern
箴,wo`rni'ng
篆,si:l
篇,va`lyu:m
篁,ba'mbu:
篙,poul
簑,stro`
築,fa'bre@keit
篤,ferve@nt
篛,kyu:te@ke@l
篡,
篩,si'v
簇,gru:p
簍,ba'mbu:
篾,ba'mbu:
篷,wouve@n
簫,flu:t
簧,flu:t
簪,o`rne@me'nte@l
簞,smo`l
簣,ert&
簡,si'mpli'se@ti:
簾,ba'mbu:
簿,re'dz'i'ster
簸,wi'nou
簽,leibe@l
簷,i:vz
籌,pla'n
籃,ba'ske@t
籍,e'nroul
籐,ra'ta'n
籠,ba'ske@t
籟,ra'tli'ng
籤,la`teri:
籬,raf
籮,ba'mbu:
籲,e@pi:l
米,rais
粉,flauer
粒,greinz
粗,ko`rs
粟,mi'le@t
粥,rais
粱,hai
粳,o`rde@ne'ri:
粵,
粹,pyu'r
粽,rais
精,re@faind
糊,peist
糕,keiks
糖,s'u'ger
糠,rais
糜,bi:
糞,s'i't
糢,rais
糟,dre'gz
糙,ko`rs
糧,pre@vi'z'e@nz
糯,rais
糸,t&re'd
系,li'ni:e@dz'
糾,twi'st
紂,wi'ndou
紅,kri'mze@n
紀,kra`ni'ke@l
紉,stri'ng
紇,ta'se@l
約,pra`me@s
紡,spi'ni'ng
紗,go`z
紋,fi'gyerz
紊,di'sterb
素,e'le@me'ntri:
索,ko`rd
純,dz'e'nye@we@n
