char,word
晏,yan4
晃,huang3
晒,s`ai4
晌,s`ang3
晝,ts`ou4
晚,wan3
晤,wu4
晨,ts`hen2
晦,hui4
普,phu3
晰,s^i1
晴,ts^hing2
晶,ts^ing1
景,ts^ing3
暑,s`u3
智,ts`i4
暗,an4
暉,hui1
暇,s^ia2
暈,"u""n1"
暖,nuan3
暢,ts`hang4
暨,ts^i4
暮,mu4
暫,tsan4
暴,pao4
曆,li4
曉,s^iao3
暹,s^ian1
曙,s`u3
曖,ai4
曠,khuang4
曝,phu4
曦,s^i1
曰,"u""e1"
曲,"ts^hu""1"
曳,ye4
更,keng4
曷,he2
書,s`u1
曹,tshao2
勗,"s^u""4"
曾,tsheng2
替,thi4
會,hui4
月,"u""e4"
有,you3
服,fu2
朋,pheng2
朔,s`uo4
朕,ts`en4
朗,lang3
望,wang4
期,ts^hi1
朝,ts`hao2
朦,meng2
朧,long2
木,mu4
朮,s`u4
本,pen3
未,wei4
末,mo4
札,ts`a2
朽,s^iu3
朴,phu3
朱,ts`u1
朵,tuo3
束,s`u4
李,li3
杏,s^ing4
材,tshai2
村,tshun1
杜,tu4
杖,ts`ang4
杞,ts^hi3
杉,s`an1
杭,hang2
枋,fang1
枕,ts`en3
東,tong1
果,kuo3
杳,yao3
杷,pha2
枇,phi2
枝,ts`i1
林,lin2
杯,pei1
杰,ts^ie2
板,pan3
枉,wang3
松,song1
析,s^i1
杵,ts`hu3
枚,mei2
柿,s`i4
染,z`an3
柱,ts`u4
柔,z`ou2
某,mou3
柬,ts^ian3
架,ts^ia4
枯,khu1
柵,s`an1
柩,ts^iu4
柯,khe1
柄,ping3
柑,kan1
枴,kuai3
柚,you4
查,ts`ha2
枸,kou3
柏,pai3
柞,ts`a4
柳,liu3
校,s^iao4
核,he2
案,an4
框,khuang1
桓,huan2
根,ken1
桂,kui4
桔,"ts^u""2"
栩,"s^u""3"
梳,s`u1
栗,li4
桌,ts`uo1
桑,sang1
栽,tsai1
柴,ts`hai2
桐,thong2
桀,ts^ie2
格,ke2
桃,thao2
株,ts`u1
桅,wei2
栓,s`uan1
梁,liang2
梯,thi1
梢,s`ao1
梓,tsi3
梵,fan4
桿,kan3
桶,thong3
梱,khun3
梧,wu2
梗,keng3
械,s^ie4
梃,thing3
棄,ts^hi4
梭,suo1
梆,pang1
梅,mei2
梔,ts`i1
條,thiao2
梨,li2
梟,s^iao1
棺,kuan1
棕,tsong1
棠,thang2
棘,ts^i2
棗,tsao3
椅,yi3
棟,tong4
棵,khe1
森,sen1
棧,ts`an4
棹,ts`ao4
棒,pang4
棲,ts^hi1
棣,ti4
棋,ts^hi2
棍,kun4
植,ts`i2
椒,ts^iao1
椎,ts`hui2
棉,mian2
棚,pheng2
榔,lang2
業,ye4
楚,ts`hu3
楷,khai3
楠,nan2
楔,s^ie1
極,ts^i2
椰,ye1
概,kai4
楊,yang2
楨,ts`en1
楫,ts^i2
楞,leng2
楓,feng1
楹,ying2
榆,"u""2"
榜,pang3
榨,ts`a4
榕,z`ong2
槁,kao3
榮,z`ong2
槓,kang4
構,kou4
榛,ts`en1
榷,"ts^hu""e4"
榻,tha4
榫,sun3
榴,liu2
槐,huai2
槍,ts^hiang1
榭,s^ie4
槌,ts`hui2
樣,yang4
樟,ts`ang1
槨,kuo3
樁,ts`uang1
樞,s`u1
標,piao1
槽,tshao2
模,mo2
樓,lou2
樊,fan2
槳,ts^iang3
樂,le4
樅,tshong1
樽,tsun1
樸,phu3
樺,hua4
橙,ts`heng2
橫,heng2
橘,"ts^u""2"
樹,s`u4
橄,kan3
橢,thuo3
橡,s^iang4
橋,ts^hiao2
橇,ts^hiao1
樵,ts^hiao2
機,ts^i1
檀,than2
檔,tang4
檄,s^i2
檢,ts^ian3
檜,kui4
櫛,ts`i4
檳,pin1
檬,meng2
櫃,kui4
檻,khan3
檸,ning2
櫂,ts`ao4
櫥,ts`hu2
櫝,tu2
櫚,"lu""2"
櫓,lu3
櫻,ying1
欄,lan2
權,"ts^hu""an2"
欖,lan3
欠,ts^hian4
次,tshi4
欣,s^in1
欲,"u""4"
款,khuan3
欺,ts^hi1
欽,ts^hin1
歇,s^ie1
歉,ts^hian4
歌,ke1
歐,ou1
歙,s`e4
歟,"u""2"
歡,huan1
止,ts`i3
正,ts`eng4
此,tshi3
步,pu4
武,wu3
歧,ts^hi2
歪,wai1
歲,sui4
歷,li4
歸,kui1
歹,tai3
死,si3
歿,mo4
殃,yang1
殆,tai4
殊,s`u1
殉,"s^u""n4"
殘,tshan2
殖,ts`i2
殤,s`ang1
殮,lian4
殯,pin4
殲,ts^ian1
段,tuan4
殷,yin1
殺,s`a1
殼,khe2
毀,hui3
殿,tian4
毅,yi4
毆,ou1
毋,wu2
母,mu3
每,mei3
毒,tu2
毓,"u""4"
比,pi3
毗,phi2
毛,mao2
毫,hao2
毯,than3
毽,ts^ian4
氏,s`i4
民,min2
氐,ti1
氓,mang2
氖,nai3
氛,fen1
氟,fu2
氣,ts^hi4
氧,yang3
氨,an1
氦,hai4
氤,yin1
氫,ts^hing1
氮,tan4
氯,"lu""4"
氳,"u""n1"
水,s`ui3
永,yong3
汁,ts`i1
汀,thing1
氾,fan2
求,ts^hiu2
汝,z`u3
汗,han4
汙,wu1
江,ts^iang1
池,ts`hi2
汐,s^i1
汕,s`an4
汞,kong3
沙,s`a1
沁,ts^hin4
沈,s`en3
沉,ts`hen2
沅,"u""an2"
沛,phei4
汪,wang1
決,"ts^u""e2"
沐,mu4
汰,thai4
沌,tun4
汨,mi4
沖,ts`hong1
沒,mei2
汽,ts^hi4
沃,wo4
汲,ts^i2
汾,fen2
泣,ts^hi4
注,ts`u4
泳,yong3
沱,thuo2
泌,mi4
泥,ni2
河,he2
沽,ku1
沾,ts`an1
沼,ts`ao3
波,po1
沫,mo4
法,fa3
泓,hong2
沸,fei4
泄,s^ie4
油,you2
況,khuang4
沮,"ts^u""3"
泗,si4
泅,ts^hiu2
泱,yang1
沿,yan2
治,ts`i4
泡,phao4
泛,fan4
泊,pho1
泉,"ts^hu""an2"
泰,thai4
洋,yang2
洲,ts`ou1
洪,hong2
流,liu2
津,ts^in1
洌,lie4
洱,er3
洞,tong4
洗,s^i3
活,huo2
洽,ts^hia4
派,phai4
洶,s^iong1
洛,luo4
浪,lang4
涕,thi4
消,s^iao1
涇,ts^ing1
浦,phu3
浸,ts^in4
海,hai3
浙,ts`e4
涓,"ts^u""an1"
浬,li3
涉,s`e4
浮,fu2
浚,"ts^u""n4"
浴,"u""4"
浩,hao4
涎,s^ian2
涼,liang2
淳,ts`hun2
淙,tshong2
液,ye4
淡,tan4
淌,thang3
淤,"u""1"
添,thian1
淺,ts^hian3
清,ts^hing1
淇,ts^hi2
淋,lin2
涯,ya2
淑,s`u1
涮,s`uan4
淞,song1
淹,yan1
涸,he2
混,hun4
淵,"u""an1"
淅,s^i1
淒,ts^hi1
渚,ts`u3
涵,han2
淚,lei4
淫,yin2
淘,thao2
淪,lun2
深,s`en1
淮,huai2
淨,ts^ing4
淆,s^iao2
淄,tsi1
港,kang3
游,you2
湔,ts^ian1
渡,tu4
渲,"s^u""an4"
湧,yong3
湊,tshou4
渠,"ts^hu""2"
渥,wo4
渣,ts`a1
減,ts^ian3
湛,ts`an4
湘,s^iang1
渤,po2
湖,hu2
湮,yan1
渭,wei4
渦,wo1
湯,thang1
渴,khe3
湍,thuan1
渺,miao3
測,tshe4
湃,phai4
渝,"u""2"
渾,hun2
滋,tsi1
溉,kai4
渙,huan4
溢,yi4
溯,su4
滓,tsi3
溶,z`ong2
滂,phang1
源,"u""an2"
溝,kou1
滇,tian1
滅,mie4
溥,phu3
溘,khe4
溼,s`i1
溺,ni4
溫,wen1
滑,hua2
準,ts`un3
溜,liu1
滄,tshang1
滔,thao1
溪,s^i1
漳,ts`ang1
演,yan3
滾,kun3
漓,li2
滴,ti1
漩,"s^u""an2"
漾,yang4
漠,mo4
漬,tsi4
漏,lou4
漂,phiao4
漢,han4
滿,man3
滯,ts`i4
漆,ts^hi1
漱,s`u4
漸,ts^ian4
漲,ts`ang3
漣,lian2
漕,tshao2
漫,man4
漯,luo4
澈,ts`he4
漪,yi1
滬,hu4
漁,"u""2"
滲,s`en4
滌,ti2
漿,ts^iang1
潼,thong2
澄,ts`heng2
潑,pho1
潦,lao3
潔,ts^ie2
澆,ts^iao1
潭,than2
潛,ts^hian2
潸,s`an1
潮,ts`hao2
澎,pheng1
潺,ts`han2
潰,khui4
潤,z`un4
澗,ts^ian4
潘,phan1
濂,lian2
澱,tian4
澡,tsao3
濃,nong2
澤,tse2
濁,ts`uo2
澧,li3
澳,ao4
激,ts^i1
澹,tan4
濘,ning4
濱,pin1
濟,ts^i4
濠,hao2
濛,meng2
濤,thao1
濫,lan4
濯,ts`uo2
澀,se4
濬,"ts^u""n4"
濡,z`u2
瀉,s^ie4
瀋,s`en3
濾,"lu""4"
瀆,tu2
濺,ts^ian4
瀑,phu4
瀏,liu2
瀛,ying2
瀟,s^iao1
瀨,lai4
瀚,han4
瀝,li4
瀕,pin1
瀾,lan2
瀰,mi2
灌,kuan4
灑,sa3
灘,than1
灣,wan1
灤,luan2
火,huo3
灰,hui1
灶,tsao4
灼,ts`uo2
災,tsai1
灸,ts^iu3
炕,khang4
炎,yan2
炒,ts`hao3
炊,ts`hui1
炙,ts`i4
炫,"s^u""an4"
為,wei4
炳,ping3
炬,"ts^u""4"
炯,ts^iong3
炭,than4
炸,ts`a4
炮,phao4
烊,yang2
烘,hong1
烤,khao3
烙,lao4
烈,lie4
烏,wu1
烹,pheng1
焉,yan1
焊,han4
烽,feng1
焙,pei4
焚,fen2
焦,ts^iao1
焰,yan4
無,wu2
然,z`an2
煮,ts`u3
煎,ts^ian1
煙,yan1
煩,fan2
煤,mei2
煉,lian4
照,ts`ao4
煜,"u""4"
煬,yang2
煦,"s^u""4"
煌,huang2
煥,huan4
煞,s`a1
熔,z`ong2
熙,s^i1
煽,s`an1
熊,s^iong2
熄,s^i1
熟,s`u2
熬,ao2
熱,z`e4
熨,"u""n4"
熾,ts`hi4
燉,tun4
燐,lin2
燒,s`ao1
燈,teng1
燕,yan4
熹,s^i1
燎,liao2
燙,thang4
燜,men4
燃,z`an2
燄,yan4
燧,sui4
營,ying2
燮,s^ie4
燦,tshan4
燥,tsao4
燭,ts`u2
燬,hui3
燴,hui4
燻,"s^u""n1"
爆,pao4
爍,s`uo4
爐,lu2
爛,lan4
爨,tshuan4
爪,ts`ao3
爬,pha2
爭,ts`eng1
爰,"u""an2"
爵,"ts^u""e2"
父,fu4
爸,pa4
爹,tie1
爺,ye2
爻,yao2
爽,s`uang3
爾,er3
牆,ts^hiang2
片,phian4
版,pan3
牌,phai2
牒,tie2
牖,you3
牘,tu2
牙,ya2
牛,niu2
牟,mou2
牝,phin4
牢,lao2
牡,mu3
牠,tha1
牧,mu4
物,wu4
牲,s`eng1
牯,ku3
牴,ti3
特,the4
牽,ts^hian1
犁,li2
犄,ts^i1
犀,s^i1
犒,khao4
犖,luo4
犛,mao2
犢,tu2
犧,s^i1
犬,"ts^hu""an3"
犯,fan4
狄,ti2
狂,khuang2
狀,ts`uang4
狎,s^ia2
狙,"ts^u""1"
狗,kou3
狐,hu2
狩,s`ou4
狠,hen3
狡,ts^iao3
狼,lang2
狹,s^ia2
狽,pei4
狸,li2
狷,"ts^u""an4"
猜,tshai1
猛,meng3
猖,ts`hang1
猓,kuo3
猙,ts`eng1
猶,you2
猥,wei3
猴,hou2
猩,s^ing1
猷,you2
獅,s`i1
猿,"u""an2"
猾,hua2
獄,"u""4"
獐,ts`ang1
獎,ts^iang3
獗,"ts^u""e2"
獨,tu2
獰,ning2
獲,huo4
獷,kuang3
獵,lie4
獸,s`ou4
獺,tha3
獻,s^ian4
玀,luo2
玄,"s^u""an2"
率,"lu""4"
王,wang2
玉,"u""4"
玖,ts^iu3
玩,wan2
玨,"ts^u""e2"
玟,wen2
玫,mei2
玷,tian4
珊,s`an1
玻,po1
玲,ling2
珍,ts`en1
珀,pho4
玳,tai4
班,pan1
琉,liu2
珮,phei4
珠,ts`u1
琅,lang2
琊,ya2
球,ts^hiu2
理,li3
現,s^ian4
琍,li2
琺,fa4
琪,ts^hi2
琳,lin2
琢,tsuo2
琥,hu3
琵,phi2
琶,pha2
琴,ts^hin2
瑯,lang2
瑚,hu2
瑕,s^ia2
瑟,se4
瑞,z`ui4
瑁,mao4
琿,hun2
瑙,nao3
瑛,ying1
瑜,"u""2"
瑤,yao2
瑣,suo3
瑪,ma3
瑰,kui1
瑩,ying2
璋,ts`ang1
璃,li2
璜,huang2
璣,ts^i1
璩,"ts^hu""2"
環,huan2
璦,ai4
璧,pi4
璽,s^i3
瓊,ts^hiong2
瓏,long2
瓜,kua1
瓠,hu4
瓢,phiao2
瓣,pan4
瓦,wa3
瓶,phing2
瓷,tshi2
甄,ts`en1
甌,ou1
甕,weng4
甘,kan1
甚,s`en2
甜,thian2
生,s`eng1
產,ts`han3
甥,s`eng1
甦,su1
用,yong4
甩,s`uai3
甬,yong3
甫,fu3
甭,peng2
田,thian2
由,you2
甲,ts^ia3
申,s`en1
男,nan2
甸,tian1
甽,ts`en4
畏,wei4
界,ts^ie4
畔,phan4
畝,mu3
畜,ts`hu4
畚,pen3
留,liu2
略,"lu""e4"
畦,ts^hi2
畢,pi4
異,yi4
畫,hua4
番,fan1
當,tang1
畸,ts^i1
疇,ts`hou2
疆,ts^iang1
疊,tie2
疋,phi3
疏,s`u1
疑,yi2
疝,s`an4
疙,ke1
疚,ts^iu4
疫,yi4
疤,pa1
疥,ts^ie4
疾,ts^i2
病,ping4
症,ts`eng4
疲,phi2
疳,kan1
疽,"ts^u""1"
疼,theng2
疹,ts`en3
痔,ts`i4
痕,hen2
疵,tshi1
痢,li4
痛,thong4
痣,ts`i4
痙,ts^ing4
痘,tou4
痊,"ts^hu""an2"
痞,phi3
瘀,"u""1"
痰,than2
瘁,tshui4
痲,ma2
痱,fei4
痺,pi4
痿,wei3
痴,ts`hi1
瘧,"nu""e4"
瘍,yang2
瘋,feng1
瘉,"u""4"
瘓,huan4
瘠,ts^i2
瘩,ta
瘟,wen1
瘤,liu2
瘦,s`ou4
瘡,ts`huang1
瘴,ts`ang4
瘸,"ts^hu""e2"
癆,lao2
療,liao2
癌,ai2
癖,phi3
癘,li4
癒,"u""4"
癢,yang3
癥,ts`eng1
癩,lai4
癮,yin3
癬,"s^u""an3"
癱,than1
癲,tian1
癸,kui3
登,teng1
發,fa1
白,pai2
百,pai3
皂,tsao4
的,te
皆,ts^ie1
皇,huang2
皈,kui1
皎,ts^iao3
皖,wan3
皓,hao4
皚,ai2
皮,phi2
皰,phao4
皴,tshun1
皺,ts`ou4
皿,min3
盂,"u""2"
盈,ying2
盆,phen2
盃,pei1
益,yi4
盍,he2
盎,ang4
盔,khui1
盒,he2
盛,s`eng4
盜,tao4
盞,ts`an3
盟,meng2
盡,ts^in3
監,ts^ian1
盤,phan2
盧,lu2
盥,kuan4
盪,tang4
目,mu4
盯,ting1
盲,mang2
直,ts`i2
省,s`eng3
盹,tun3
相,s^iang1
眉,mei2
看,khan4
盾,tun4
盼,phan4
眩,"s^u""an4"
真,ts`en1
眠,mian2
眨,ts`a3
眷,"ts^u""an4"
眾,ts`ong4
眼,yan3
眶,khuang4
眸,mou2
眺,thiao4
睏,khun4
睛,ts^ing1
睫,ts^ie2
睦,mu4
睞,lai4
督,tu1
睹,tu3
睪,yi4
睬,tshai3
睜,ts`eng1
睥,phi4
睨,ni4
瞄,miao2
睽,khui2
睿,z`ui4
睡,s`ui4
瞎,s^ia1
瞇,mi1
瞌,khe1
瞑,ming2
瞠,ts`heng1
瞞,man2
瞟,phiao3
瞥,phie1
瞳,thong2
瞪,teng4
瞰,khan4
瞬,s`un4
瞧,ts^hiao2
瞭,liao4
瞽,ku3
瞿,"ts^hu""2"
瞻,ts`an1
矇,meng2
矓,long2
矗,ts`hu4
矚,ts`u3
矛,mao2
矜,ts^in1
矢,s`i3
矣,yi3
知,ts`i1
矩,"ts^u""3"
短,tuan3
矮,ai3
矯,ts^iao3
石,s`i2
矽,s^i4
砂,s`a1
研,yan2
砌,ts^hi4
砍,khan3
砰,pheng1
砧,ts`en1
砸,tsa2
砝,fa2
破,pho4
砷,s`en1
砥,ti3
砭,pian1
硫,liu2
硃,ts`u1
硝,s^iao1
硬,ying4
硯,yan4
碎,sui4
碰,pheng4
碗,wan3
碘,tian3
碌,lu4
碉,tiao1
硼,pheng2
碑,pei1
磁,tshi2
碟,tie2
碧,pi4
碳,than4
碩,s`uo4
磋,tshuo1
磅,pang4
確,"ts^hu""e4"
磊,lei3
碾,nian3
磕,khe1
碼,ma3
磐,phan2
磨,mo2
磚,ts`uan1
磬,ts^hing4
磷,lin2
磺,huang2
磴,teng4
磯,ts^i1
礁,ts^iao1
礎,ts`hu3
礙,ai4
礦,khuang4
礪,li4
礬,fan2
礫,li4
示,s`i4
社,s`e4
祀,si4
祁,ts^hi2
祆,s^ian1
祉,ts`i3
祈,ts^hi2
祇,ts^hi2
祕,mi4
祐,you4
祠,tshi2
祟,sui4
祖,tsu3
神,s`en2
祝,ts`u4
祗,ts`i1
祚,tsuo4
祥,s^iang2
票,phiao4
祭,ts^i4
祺,ts^hi2
祿,lu4
禁,ts^in4
禎,ts`en1
福,fu2
禍,huo4
禦,"u""4"
禧,s^i3
禪,ts`han2
禮,li3
禱,tao3
禹,"u""3"
萬,wan4
禽,ts^hin2
禾,he2
私,si1
秀,s^iu4
禿,thu1
秉,ping3
科,khe1
秒,miao3
秋,ts^hiu1
秤,ts`heng4
秣,mo4
秧,yang1
租,tsu1
秦,ts^hin2
秩,ts`i4
移,yi2
稍,s`ao1
稈,kan3
程,ts`heng2
稅,s`ui4
稀,s^i1
稜,leng2
稚,ts`i4
稠,ts`hou2
稔,z`en3
稟,ping3
種,ts`ong3
稱,ts`heng1
稿,kao3
稼,ts^ia4
穀,ku3
稽,ts^i1
稷,ts^i4
稻,tao4
積,ts^i1
穎,ying3
穆,mu4
穌,su1
穗,sui4
穡,se4
穢,hui4
穫,huo4
穩,wen3
穴,"s^u""e2"
究,ts^iu1
空,khong1
穹,ts^hiong2
穿,ts`huan1
突,thu1
窄,ts`ai3
窈,yao3
窒,ts`i4
窕,thiao3
窘,ts^iong3
窗,ts`huang1
窖,ts^iao4
窟,khu1
窠,khe1
窪,wa1
窩,wo1
窯,yao2
窮,ts^hiong2
窺,khui1
竄,tshuan4
竅,ts^hiao4
竇,tou4
竊,ts^hie4
立,li4
站,ts`an4
童,thong2
竣,"ts^u""n4"
竭,ts^ie2
端,tuan1
競,ts^ing4
竹,ts`u2
竺,ts`u2
竿,kan1
竽,"u""2"
笆,pa1
笑,s^iao4
笠,li4
笨,pen4
笛,ti2
第,ti4
符,fu2
笙,s`eng1
笞,ts`hi1
等,teng3
策,tshe4
筆,pi3
筐,khuang1
筒,thong3
答,ta2
筍,sun3
筋,ts^in1
筏,fa2
筷,khuai4
節,ts^ie2
筠,"u""n2"
管,kuan3
箕,ts^i1
箋,ts^ian1
筵,yan2
算,suan4
箝,ts^hian2
箔,po2
箏,ts`eng1
箭,ts^ian4
箱,s^iang1
範,fan4
箴,ts`en1
篆,ts`uan4
篇,phian1
篁,huang2
篙,kao1
簑,suo1
築,ts`u2
篤,tu3
篛,z`uo4
篡,tshuan4
篩,s`ai1
簇,tshu4
簍,lou3
篾,mie4
篷,pheng2
簫,s^iao1
簧,huang2
簪,tsan1
簞,tan1
簣,khui4
簡,ts^ian3
簾,lian2
簿,pu4
簸,po3
簽,ts^hian1
簷,yan2
籌,ts`hou2
籃,lan2
籍,ts^i2
籐,theng2
籠,long2
籟,lai4
籤,ts^hian1
籬,li2
籮,luo2
籲,"u""4"
米,mi3
粉,fen3
粒,li4
粗,tshu1
粟,su4
粥,ts`ou1
粱,liang2
粳,ts^ing1
粵,"u""e4"
粹,tshui4
粽,tsong4
精,ts^ing1
糊,hu2
糕,kao1
糖,thang2
糠,khang1
糜,mi2
糞,fen4
糢,mo2
糟,tsao1
糙,tshao1
糧,liang2
糯,nuo4
糸,mi4
系,s^i4
糾,ts^iu1
紂,ts`ou4
紅,hong2
紀,ts^i4
紉,z`en4
紇,he2
約,"u""e1"
紡,fang3
紗,s`a1
紋,wen2
紊,wen3
素,su4
索,suo3
純,ts`hun2
紐,niu3
紕,phi1
級,ts^i2
紜,"u""n2"
納,na4
紙,ts`i3
紛,fen1
絆,pan4
絃,s^ian2
統,thong3
紮,tsa1
紹,s`ao4
紼,fu2
絀,ts`hu4
細,s^i4
紳,s`en1
組,tsu3
累,lei4
終,ts`ong1
絞,ts^iao3
結,ts^ie2
絨,z`ong2
絕,"ts^u""e2"
紫,tsi3
絮,"s^u""4"
絲,si1
絡,luo4
給,kei3
絢,"s^u""an4"
經,ts^ing1
絹,"ts^u""an4"
綑,khun3
綁,pang3
綏,sui1
綻,ts`an4
綰,wan3
綜,tsong1
綽,ts`huo4
綾,ling2
綠,"lu""4"
緊,ts^in3
綴,ts`ui4
網,wang3
綱,kang1
綺,ts^hi3
綢,ts`hou2
綿,mian2
綵,tshai3
綸,lun2
維,wei2
緒,"s^u""4"
緇,tsi1
締,ti4
練,lian4
緯,wei3
緻,ts`i4
緘,ts^ian1
緬,mian3
緝,ts^i1
編,pian1
緣,"u""an2"
線,s^ian4
緞,tuan4
緩,huan3
綞,tuo3
縊,yi4
縑,ts^ian1
縈,ying2
縛,fu4
縣,s^ian4
縮,suo1
績,ts^i1
繆,mou2
縷,"lu""3"
縲,lei2
繃,peng3
縫,feng4
總,tsong3
縱,tsong4
繅,sao1
繁,fan2
織,ts`i1
繕,s`an4
繞,z`ao4
繚,liao2
繡,s^iu4
繫,s^i4
繭,ts^ian3
繹,yi4
繩,s`eng2
繪,hui4
辮,pian4
繽,pin1
繼,ts^i4
纂,tsuan3
纏,ts`han2
續,"s^u""4"
纓,ying1
纖,s^ian1
纜,lan3
缶,fou3
缸,kang1
缺,"ts^hu""e1"
缽,po1
罄,ts^hing4
罈,than2
罐,kuan4
罕,han3
罔,wang3
罟,ku3
置,ts`i4
罩,ts`ao4
罪,tsui4
署,s`u3
罰,fa2
罵,ma4
罷,pa4
罹,li2
羅,luo2
羈,ts^i1
羊,yang2
羌,ts^hiang1
羋,mi3
美,mei3
羔,kao1
羞,s^iu1
羚,ling2
善,s`an4
義,yi4
羨,s^ian4
群,"ts^hu""n2"
羯,ts^ie2
羲,s^i1
羶,s`an1
羹,keng1
羸,lei2
羽,"u""3"
羿,yi4
翅,ts`hi4
翁,weng1
翌,yi4
翎,ling2
習,s^i2
翔,s^iang2
翕,s^i1
翠,tshui4
翡,fei3
翟,ti2
翩,phian1
翰,han4
翱,ao2
翳,yi4
翼,yi4
翹,ts^hiao4
翻,fan1
耀,yao4
老,lao3
考,khao3
者,ts`e3
耆,ts^hi2
而,er2
耐,nai4
耍,s`ua3
耒,lei3
耘,"u""n2"
耕,keng1
耙,pa4
耗,hao4
耜,si4
耳,er3
耶,ye2
耽,tan1
耿,keng3
聊,liao2
聆,ling2
聖,s`eng4
聘,phin4
聞,wen2
聚,"ts^u""4"
聱,ao2
聲,s`eng1
聰,tshong1
聯,lian2
聳,song3
職,ts`i2
聶,nie4
聾,long2
聽,thing1
聿,"u""4"
肆,si4
肄,yi4
肅,su4
肇,ts`ao4
肉,z`ou4
肋,le1
肌,ts^i1
肖,s^iao4
肓,huang1
肝,kan1
肘,ts`ou3
肛,kang1
肚,tu4
育,"u""4"
肺,fei4
肥,fei2
肢,ts`i1
肱,kong1
股,ku3
肫,ts`un1
肩,ts^ian1
肴,yao2
肪,fang2
肯,khen3
胖,phang4
胥,"s^u""1"
胚,phei1
胃,wei4
胄,ts`ou4
背,pei4
胡,hu2
胛,ts^ia3
胎,thai1
胞,pao1
胤,yin4
胱,kuang1
脂,ts`i1
胰,yi2
脅,s^ie2
胭,yan1
胴,tong4
脆,tshui4
胸,s^iong1
胳,ke1
脈,mai4
能,neng2
脊,ts^i2
脯,phu2
脖,po2
脣,ts`hun2
脫,thuo1
脩,s^iu1
腕,wan4
腔,ts^hiang1
腋,ye4
腑,fu3
腎,s`en4
脹,ts`ang4
腆,thian3
脾,phi2
腐,fu3
腱,ts^ian4
腰,yao1
腸,ts`hang2
腥,s^ing1
腮,sai1
腳,ts^iao3
腫,ts`ong3
腹,fu4
腺,s^ian4
腦,nao3
膀,pang3
膏,kao1
膈,ke2
膊,po2
腿,thui3
膛,thang2
膜,mo2
膝,s^i1
膠,ts^iao1
膚,fu1
膳,s`an4
膩,ni4
膨,pheng2
臆,yi4
臃,yong1
膺,ying1
臂,pi4
臀,thun2
膿,nong2
膽,tan3
臉,lian3
膾,khuai4
臍,ts^hi2
臏,pin4
臘,la4
臚,lu2
臟,tsang4
臣,ts`hen2
臥,wo4
臧,tsang1
臨,lin2
自,tsi4
臭,ts`hou4
臬,nie4
至,ts`i4
致,ts`i4
臺,thai2
臻,ts`en1
臼,ts^iu4
臾,"u""2"
舀,yao3
舂,ts`hong1
舅,ts^iu4
與,"u""3"
興,s^ing4
舉,"ts^u""3"
舊,ts^iu4
舌,s`e2
舍,s`e3
舐,s`i4
舒,s`u1
舔,thian3
舛,ts`huan3
舜,s`un4
舞,wu3
舟,ts`ou1
舢,s`an1
航,hang2
舫,fang3
舨,pan3
般,pan1
舵,tuo4
舷,s^ian2
舶,po2
船,ts`huan2
艇,thing3
艘,sou1
艙,tshang1
艦,ts^ian4
艮,ken3
良,liang2
艱,ts^ian1
色,se4
艾,ai4
芒,mang2
芋,"u""4"
芍,s`ao2
芳,fang1
芝,ts`i1
芙,fu2
芭,pa1
芽,ya2
芟,s`an1
芹,ts^hin2
花,hua1
芬,fen1
芥,ts^ie4
芻,ts`hu2
苧,ning2
范,fan4
茅,mao2
苣,"ts^u""4"
苛,khe1
苦,khu3
茄,ts^ia1
若,z`uo4
茂,mao4
茉,mo4
苒,z`an3
苗,miao2
英,ying1
茁,ts`uo2
苜,mu4
苔,thai2
苑,"u""an4"
苞,pao1
苓,ling2
苟,kou3
茫,mang2
荒,huang1
荔,li4
荊,ts^ing1
茸,z`ong1
荐,ts^ian4
草,tshao3
茵,yin1
茴,hui2
荏,z`en3
茲,tsi1
茹,z`u2
茶,ts`ha2
茗,ming2
荀,"s^u""n2"
茱,ts`u1
莎,s`a1
莞,kuan3
莘,s`en1
荸,pi2
莢,ts^ia2
莖,ts^ing1
莽,mang3
莫,mo4
莒,"ts^u""3"
莊,ts`uang1
莓,mei2
莉,li4
莠,you3
荷,he2
荻,ti2
荼,thu2
菩,phu2
萃,tshui4
菸,yan1
萍,phing2
菠,po1
菅,ts^ian1
萋,ts^hi1
菁,ts^ing1
華,hua2
菱,ling2
菴,an1
著,ts`e
萊,lai2
菰,ku1
萌,meng2
菌,"ts^u""n1"
菽,s`u1
菲,fei1
菊,"ts^u""2"
萸,"u""2"
萎,wei1
萄,thao2
菜,tshai4
蒂,ti4
葷,hun1
落,luo4
萱,"s^u""an1"
葵,khui2
葦,wei3
葫,hu2
葉,ye4
葬,tsang4
葛,ke2
萼,e4
萵,wo1
葡,phu2
董,tong3
葩,pha1
蓉,z`ong2
蒿,hao1
蓆,s^i2
蓄,"s^u""4"
蒙,meng2
蒞,li4
蒲,phu2
蒜,suan4
蓋,kai4
蒸,ts`eng1
蓀,sun1
蓓,pei4
蒐,sou1
蒼,tshang1
蔗,ts`e4
蔽,pi4
蔚,wei4
蓮,lian2
蔬,s`u1
蔭,yin1
蔓,man4
蔑,mie4
蔣,ts^iang3
蔡,tshai4
蔔,po2
蓬,pheng2
蔥,tshong1
蓿,"s^u"""
蕊,z`ui3
蕙,hui4
蕈,"s^u""n4"
