char,word
汽,
沃,o`k2
汲,kum6
汾,
泣,xa^p2
注,ts'u2
泳,
沱,sa^ng1
泌,
泥,n~an5
河,ha3
沽,
沾,ts'a^m1
沼,ts`e'o`4
波,ba1
沫,mu-o^t6
法,fap2
泓,
沸,fi2
泄,tu-o^t2
油,ze@u3
況,
沮,
泗,tu-a2
泅,tu3
泱,
沿,zuien1
治,ts`i6
泡,bau3
泛,fiem2
泊,bak6
泉,tuien3
泰,thai2
洋,zu-o^ng1
洲,ts'o`ng3
洪,suien3
流,lu-u1
津,
洌,re't2
洱,
洞,do`ng6
洗,te@i4
活,ho`at6
洽,
派,fai2
洶,
洛,ra^k6
浪,
涕,
消,tieu1
涇,kin~1
浦,
浸,ta^m2
海,hai4
浙,
涓,kwe'n1
浬,ri2
涉,thiep6
浮,fu3
浚,
浴,
浩,
涎,
涼,lu-o^ng1
淳,ts'o`ang1
淙,
液,za2
淡,dam6
淌,
淤,u-a2
添,thiem1
淺,thien4
清,than~1
淇,
淋,le@m2
涯,ru-o^i6
淑,
涮,
淞,
淹,em1
涸,hat6
混,hon4
淵,uien1
淅,
淒,the1
渚,ts'a5
涵,
淚,le6
淫,ze@m1
淘,dao`3
淪,lun2
深,the@m1
淮,ho`ai3
淨,
淆,
淄,
港,kang4
游,
湔,
渡,do`3
渲,
湧,rung6
湊,
渠,ku-3
渥,ok2
渣,
減,zam4
湛,de@m6
湘,tu-o^ng1
渤,bo`t6
湖,ho3
湮,
渭,ngan1
渦,
湯,thang1
渴,xat2
湍,
渺,
測,ts`a^k2
湃,
渝,
渾,
滋,
溉,
渙,
溢,
溯,
滓,
溶,ro`ng3
滂,ba^ng5
源,nguon3
溝,
滇,ts'an1
滅,ziet6
溥,
溘,hup6
溼,
溺,
溫,
滑,got6
準,ts'ue@n4
溜,
滄,
滔,thao`1
溪,xe'1
漳,
演,zien5
滾,kun4
漓,le@i3
滴,n~its'2
漩,
漾,
漠,mak6
漬,
漏,le@u6
漂,feu3
漢,han2
滿,man5
滯,se6
漆,
漱,
漸,tiem6
漲,ts`u-o^ng2
漣,la^n1
漕,
漫,man1
漯,
澈,
漪,
滬,
漁,ngu-1
滲,ru-o^m2
滌,sats'6
漿,
潼,
澄,ts'u-ng3
潑,
潦,le'o`4
潔,xiet2
澆,xu2
潭,da^m3
潛,tiem3
潸,
潮,ts`ieu3
澎,ze3
潺,so^n3
潰,ho`i2
潤,n~ue@n3
澗,
潘,
濂,
澱,
澡,
濃,nong2
澤,rats'6
濁,ts`o`k6
澧,
澳,
激,vang2
澹,
濘,
濱,
濟,
濠,
濛,mong1
濤,dao`3
濫,lam6
濯,
澀,
濬,
濡,n~ua6
瀉,ta4
瀋,tha^m4
濾,
瀆,
濺,
瀑,
瀏,
瀛,
瀟,
瀨,
瀚,
瀝,lats'6
瀕,
瀾,n~a^m2
瀰,
灌,
灑,ngo^1
灘,
灣,
灤,
火,ho`a4
灰,hoi1
灶,tao`2
灼,ts'u-o^k2
災,tai1
灸,ku-u2
炕,
炎,viem1
炒,sao`1
炊,ts`o`n3
炙,
炫,
為,
炳,do`ng3
炬,
炯,
炭,than1
炸,
炮,fao`2
烊,rang1
烘,ho`ng1
烤,xao`4
烙,
烈,liet6
烏,o1
烹,fan~1
焉,vo^n3
焊,
烽,
焙,vui3
焚,
焦,
焰,ziem5
無,vo1
然,n~ien1
煮,
煎,
煙,
煩,fien3
煤,muoi3
煉,luien6
照,ts'ieu2
煜,
煬,
煦,
煌,
煥,
煞,
熔,
熙,he@i1
煽,fien2
熊,hung3
熄,ta^t2
熟,thuk6
熬,
熱,n~iet6
熨,ui4
熾,se'2
燉,dun1
燐,le@n1
燒,thieu1
燈,da^ng1
燕,e'n2
熹,
燎,zip2
燙,
燜,
燃,n~e'n1
燄,
燧,
營,
燮,
燦,san2
燥,tao`2
燭,duok2
燬,
燴,
燻,hun1
爆,
爍,
爐,ts'ua3
爛,lan6
爨,
爪,ts`ao`4
爬,bo`3
爭,ts`an~1
爰,vu-o^n1
爵,tu-o^k2
父,
爸,
爹,
爺,
爻,
爽,su-ng4
爾,n~ai5
牆,te'o`1
片,fien2
版,ban4
牌,bai3
牒,diep6
牖,
牘,
牙,n~a1
牛,ngu-u1
牟,re@m6
牝,
牢,lao`1
牡,
牠,
牧,
物,ve@t6
牲,sin~1
牯,
牴,
特,da^k6
牽,
犁,
犄,
犀,te1
犒,
犖,
犛,
犢,
犧,
犬,
犯,fam6
狄,dits'6
狂,kuong3
狀,ts`ang6
狎,
狙,
狗,ke@u4
狐,ho3
狩,
狠,
狡,zao`4
狼,lu-a3
狹,he'p6
狽,
狸,
狷,
猜,
猛,man~5
猖,
猓,
猙,
猶,
猥,
猴,he@u3
猩,
猷,
獅,te'p2
猿,ro1
猾,
獄,do`ng1
獐,
獎,
獗,
獨,dok6
獰,nan~1
獲,ho`ats'6
獷,
獵,lop2
獸,thu2
獺,rai2
獻,hien2
玀,
玄,huien3
率,
王,vu-o^ng1
玉,ngo`k6
玖,
玩,ngo`an6
玨,
玟,
玫,
玷,ze'5
珊,san1
玻,
玲,lieng2
珍,ts`e@n1
珀,fats'2
玳,ngan1
班,ban1
琉,lu-u1
珮,
珠,ts'e@u1
琅,
琊,
球,ke@u3
理,li2
現,hien6
琍,
琺,
琪,
琳,
琢,ts'ak2
琥,
琵,ti3
琶,ba3
琴,ke@m3
瑯,
瑚,ho1
瑕,
瑟,sa^t2
瑞,
瑁,ku-o^i3
琿,
瑙,nao`5
瑛,
瑜,
瑤,ro^m1
瑣,
瑪,ma5
瑰,
瑩,
璋,
璃,re2
璜,
璣,
璩,
環,
璦,
璧,bits'2
璽,ti4
瓊,su-ng3
瓏,
瓜,kwa1
瓠,
瓢,be@u3
瓣,
瓦,ngo`i2
瓶,bin~3
瓷,ze@u6
甄,
甌,e@u1
甕,ong2
甘,ba4
甚,the@m6
甜,
生,sin~1
產,
甥,
甦,
用,zung6
甩,
甬,
甫,fu4
甭,
田,dien3
由,zo`1
甲,zap2
申,
男,nam1
甸,
甽,
畏,ui2
界,zo^i2
畔,
畝,
畜,ts'uoi5
畚,
留,lu-u1
略,lu-o^k6
畦,
畢,du-t2
異,
畫,ho`a6
番,ze'o`4
當,du-o^ng1
畸,
疇,
疆,
疊,diep6
疋,se@t2
疏,so^2
疑,
疝,
疙,
疚,n~iu2
疫,zits'6
疤,
疥,
疾,te@t6
病,ben~6
症,ts'u-ng2
疲,bi3
疳,
疽,thu-1
疼,
疹,ts'e@n4
痔,ts`i5
痕,not2
疵,
痢,li6
痛,thong2
痣,
痙,
痘,de@u6
痊,thuien1
痞,
瘀,u-2
痰,do^m3
瘁,tui6
痲,
痱,
痺,
痿,o`ai4
痴,
瘧,
瘍,
瘋,fo`ng1
瘉,
瘓,
瘠,
瘩,
瘟,on1
瘤,
瘦,se@u2
瘡,
瘴,ts'u-o^ng2
瘸,
癆,ko`m3
療,lieu6
癌,
癖,
癘,
癒,
癢,
癥,
癩,
癮,
癬,
癱,
癲,dien1
癸,kwi2
登,da^ng1
發,fat2
白,bats'6
百,ve@u3
皂,
的,dits'2
皆,zai1
皇,ho`ang3
皈,
皎,
皖,
皓,
皚,
皮,bi3
皰,
皴,
皺,
皿,man~5
盂,
盈,zen~3
盆,fo^1
盃,boi1
益,its'2
盍,
盎,ang2
盔,xoi1
盒,hop6
盛,thin~6
盜,zu-a3
盞,ts'e'n2
盟,
盡,te@n6
監,zam2
盤,ban3
盧,lu-1
盥,
盪,
目,muk6
盯,
盲,som3
直,
省,tin~4
盹,
相,tu-o^ng1
眉,mi1
看,ts`e@u3
盾,thue@n5
盼,
眩,zo`e'n3
真,ts'e@n1
眠,mien1
眨,
眷,kwien2
眾,ts'ung2
眼,kua1
眶,
眸,
眺,
睏,
睛,
睫,
睦,muk6
睞,
督,dok2
睹,du4
睪,
睬,
睜,
睥,
睨,nge5
瞄,
睽,
睿,
睡,
瞎,
瞇,
瞌,
瞑,tha^n3
瞠,
瞞,man1
瞟,
瞥,
瞳,ts'ang3
瞪,
瞰,
瞬,
瞧,
瞭,le'o`6
瞽,
瞿,
瞻,ts'iem1
矇,mong1
矓,
矗,su-k6
矚,
矛,me@u1
矜,ka^ng1
矢,ngao`1
矣,hi4
知,ts`i1
矩,ku4
短,do`an4
矮,
矯,kieu4
石,thats'6
矽,
砂,
研,xa^n1
砌,
砍,
砰,
砧,xe@m1
砸,
砝,
破,fa2
砷,
砥,
砭,dai5
硫,lu-u1
硃,
硝,
硬,xu-1
硯,xo2
碎,to`ai2
碰,
碗,
碘,
碌,
碉,
硼,
碑,
磁,
碟,
碧,ko^i3
碳,
碩,thak6
磋,vai4
磅,
確,sak2
磊,loi2
碾,
磕,
碼,
磐,
磨,mai3
磚,
磬,xan~2
磷,ko`1
磺,ho`ang3
磴,
磯,
礁,
礎,so^3
礙,ngai6
礦,xo`ang2
礪,
礬,ts`oi2
礫,
示,din~3
社,sa5
祀,
祁,
祆,
祉,
祈,
祇,
祕,
祐,
祠,tu-3
祟,
祖,
神,the@n3
祝,ts'uk2
祗,
祚,to6
祥,
票,fieu2
祭,te2
祺,
祿,lok6
禁,ke@m2
禎,
福,fuk2
禍,ho`a6
禦,ngu-a3
禧,
禪,
禮,le5
禱,dao`4
禹,zu-ng3
萬,van6
禽,ke@m3
禾,
私,tu-1
秀,tu2
禿,tho`k2
秉,ban~4
科,xo`a1
秒,
秋,thu1
秤,su-ng2
秣,
秧,u-o^ng1
租,zip6
秦,
秩,ts`e@t6
移,zo^i3
稍,
稈,
程,ts`in~3
稅,
稀,hi1
稜,
稚,
稠,
稔,ne@m6
稟,
種,ts'o`ng5
稱,su-ng1
稿,
稼,
穀,
稽,ge1
稷,
稻,
積,tits'2
穎,zin~5
穆,
穌,
穗,
穡,
穢,ue2
穫,ho`ats'6
穩,un4
穴,huiet6
究,ku-u2
空,xong1
穹,xum1
穿,suien1
突,dot6
窄,
窈,ieu4
窒,xo`ng4
窕,dieu6
窘,kwe@n5
窗,so`ng1
窖,
窟,
窠,
窪,
窩,
窯,
窮,kung3
窺,
竄,
竅,xiu2
竇,
竊,
立,le@p6
站,ts`am6
童,dong3
竣,
竭,kiet6
端,do`an1
競,
竹,ts`uk2
竺,
竿,ke@n3
竽,
笆,
笑,
笠,lo^p6
笨,
笛,dits'6
第,nong3
符,bua3
笙,ze@m2
笞,
等,da^ng4
策,sats'2
筆,but2
筐,
筒,dong3
答,dap2
筍,
筋,ge@n1
筏,fe't6
筷,
節,tiet2
筠,
管,kwan4
箕,kia1
箋,
筵,
算,to`an2
箝,
箔,
箏,ts`an~1
箭,tien5
箱,ru-o^ng1
範,
箴,bu2
篆,ts`ien6
篇,
篁,
篙,gau3
簑,
築,ts`ok2
篤,dok2
篛,
篡,ts'o`an2
篩,re@i1
簇,
簍,
篾,
篷,bo`ng1
簫,tieu1
簧,
簪,ts`e@m1
簞,
簣,
簡,zan4
簾,re'm3
簿,
簸,
簽,
簷,
籌,
籃,so^m3
籍,
籐,
籠,long3
籟,
籤,
籬,
籮,
籲,
米,
粉,fe@n2
粒,lap6
粗,tho1
粟,
粥,
粱,
粳,
粵,
粹,tui2
粽,
精,tin~1
糊,ho3
糕,
糖,du-o^ng3
糠,
糜,
糞,fe@n1
糢,
糟,
糙,
糧,lu-o^ng1
糯,
糸,
系,he6
糾,
紂,
紅,hong3
紀,ki4
紉,
紇,hot6
約,u-o^k2
紡,vu-o^ng4
紗,sa1
紋,va^n1
紊,
素,to2
索,sats'2
純,thue@n3
紐,ne'o`2
紕,
級,ke@p2
紜,
納,nap6
紙,ts'i4
紛,fe@n1
絆,be@n6
絃,
統,thong2
紮,
紹,thieu6
紼,
絀,
細,to^i2
紳,thang1
組,to4
累,lui6
終,ts'ung1
絞,zao`4
結,ket2
絨,n~ung1
絕,
紫,tia2
絮,
絲,to^1
絡,rak6
給,ke@p2
絢,
經,kin~1
絹,
綑,
綁,
綏,noi2
綻,
綰,
綜,
綽,su-o^k2
綾,ts`a^ng1
綠,luk6
緊,xe@n4
綴,
網,vo`ng5
綱,ku-o^ng1
綺,
綢,
綿,mien1
綵,
綸,lue@n1
維,
緒,
緇,
締,re2
練,luien6
緯,vi5
緻,
緘,zam3
緬,
緝,
編,bien1
緣,zuien1
線,
緞,do`an6
緩,
綞,
縊,ai4
縑,
縈,kwan~1
縛,
縣,huien6
縮,
績,tits'2
繆,
縷,lua6
縲,
繃,
縫,
總,tong4
縱,tung1
繅,
繁,fon3
織,ts'u-k2
繕,
繞,n~ieu5
繚,le'o`3
繡,
繫,
繭,ke'n2
繹,zt6
繩,tha^ng3
繪,go`i2
辮,
繽,
繼,ke2
纂,
纏,ts`ien3
續,tuk6
纓,
纖,
纜,
缶,fe@u5
缸,ko`ng1
缺,xuiet2
缽,bat2
罄,xan~2
罈,
罐,
罕,
罔,vo`ng2
罟,
置,ts`i2
罩,
罪,toi6
署,tho^6
罰,fat6
罵,ma6
罷,bai5
罹,
羅,la1
羈,
羊,zu-o^ng1
羌,
羋,
美,mi4
羔,
羞,
羚,
善,thien6
義,ngia5
羨,
群,kwe@n3
羯,
羲,
羶,
羹,
羸,
羽,vo`5
羿,
翅,
翁,ong1
翌,
翎,e@m3
習,te@p6
翔,
翕,he@p2
翠,thui2
翡,fi4
翟,
翩,fien2
翰,
翱,
翳,
翼,zu-k6
翹,
翻,
耀,
老,lao`5
考,xao`4
者,
耆,
而,
耐,
耍,
耒,loi3
耘,
耕,kan~1
耙,xit6
耗,hao`1
耜,
耳,n~i5
耶,
耽,se@m4
耿,
聊,
聆,
聖,than~2
聘,san~2
聞,
聚,tu6
聱,
聲,than~1
聰,thong1
聯,lien1
聳,
職,ts'u-k2
聶,
聾,
聽,thin~2
聿,
肆,
肄,
肅,
肇,
肉,
肋,
肌,
肖,
肓,
肝,gan1
肘,
肛,
肚,
育,zuk6
肺,
肥,fi3
肢,ts'i1
肱,kwa^ng1
股,ko4
肫,
肩,
肴,
肪,
肯,xa^ng4
胖,bo^n5
胥,
胚,
胃,
胄,ts`u6
背,boi2
胡,
胛,
胎,thai1
胞,bao`3
胤,ze@n6
胱,ts'o`ang2
脂,
胰,
脅,hiep2
胭,n~e@n1
胴,
脆,
胸,hong1
胳,ka^k6
脈,
能,na^ng1
脊,
脯,
脖,
脣,
脫,
脩,
腕,o`an4
腔,so`ang1
腋,nats'2
腑,fu4
腎,the@n6
脹,ts`u-o^ng2
腆,
脾,ti3
腐,hu4
腱,
腰,ieu1
腸,
腥,tan~1
腮,
腳,
腫,thung5
腹,fuk6
腺,
腦,nao`5
膀,
膏,kao`1
膈,
膊,
腿,tho`ai2
膛,
膜,
膝,
膠,ke'o`1
膚,
膳,
膩,
膨,ban~3
臆,
臃,
膺,
臂,
臀,
膿,no`ng6
膽,dam4
臉,
膾,go`i4
臍,
臏,
臘,ts'ap6
臚,
臟,tang6
臣,the@n3
臥,
臧,tang1
臨,
自,tu-6
臭,su2
臬,
至,ts'i2
致,n~i2
臺,
臻,
臼,koi2
臾,
舀,
舂,thung1
舅,ke@u6
與,zu-5
興,hu-ng1
舉,ku-4
舊,
舌,thiet6
舍,sa2
舐,
舒,thu-1
舔,
舛,
舜,thue@n2
舞,vu5
舟,
舢,
航,hang3
舫,
舨,
般,ban3
舵,
舷,
舶,
船,thuien3
艇,
艘,
艙,
艦,
艮,ke@n2
良,lu-o^ng1
艱,zan1
色,sa^k2
艾,ngai4
芒,mang1
芋,
芍,thu-o^k6
芳,
芝,ts'i1
芙,fu3
芭,
芽,
芟,sam1
芹,ke@n3
花,ho`a1
芬,
芥,
芻,so`1
苧,
范,
茅,
苣,
苛,
苦,xo4
茄,n~a3
若,n~u-o^k6
茂,
茉,
苒,
苗,me'o`1
英,an~1
茁,dot2
苜,
苔,de@i3
苑,o`an4
苞,
苓,lin~1
苟,
茫,mu-o^ng1
荒,ho`ang1
荔,le6
荊,
茸,
荐,
草,thao`4
茵,
茴,
荏,
茲,
茹,n~a3
茶,ts`a3
茗,
荀,
茱,
莎,
莞,
莘,
荸,mut6
莢,
莖,han~3
莽,
莫,mak6
莒,
莊,ts`ang1
莓,moi6
莉,
莠,
荷,
荻,
荼,zu-a1
菩,bo3
萃,
菸,
萍,ben~3
菠,
菅,
萋,
菁,
華,ho`a1
菱,la^ng1
菴,am1
著,ts`u-2
萊,lai1
菰,
萌,man~1
菌,
菽,
菲,
菊,kuk2
萸,
萎,
萄,
菜,
蒂,de2
葷,
落,lak6
萱,
葵,kwi3
葦,
葫,ho3
葉,ziep6
葬,tang2
葛,
萼,
萵,
葡,
董,dong4
葩,ba1
蓉,ro`ng1
蒿,
蓆,
蓄,
蒙,mong1
蒞,
蒲,bo3
蒜,to`i4
蓋,kai2
蒸,ts'u-ng1
蓀,
蓓,bui6
蒐,
蒼,
蔗,za2
蔽,
蔚,
蓮,se'n1
蔬,
蔭,e@m2
蔓,mo^n1
蔑,miet6
蔣,
蔡,
蔔,
蓬,bong3
蔥,
蓿,
蕊,n~i6
蕙,hue6
蕈,
蕨,
蕩,dang5
蕃,
蕉,tieu1
蕭,
蕪,
薪,
薄,
蕾,
薜,
薑,gu-ng3
薔,
薯,
薛,
薇,
藏,
薩,
藍,lam1
藐,
藉,ts'a6
薰,
藩,
藝,nge6
藪,su2
藕,ngo`2
藤,da^ng3
藥,zu-o^k6
藻,
藹,
蘑,
藺,
蘆,
蘋,te@n3
蘇,to`1
蘊,
蘗,
蘭,
蘚,
蘸,
蘿,la2
虎,ho4
虐,ngu-o^k6
虔,kien3
處,su-4
彪,
虛,
虞,
虜,
號,hieu6
虧,xuia1
虫,ts`ung3
虱,
虹,
蚊,
蚪,
蚓,re@n6
蚤,tao`1
蚩,si1
蚌,
蚣,
蛇,sa3
蛀,ts'e@u2
蚶,
蛄,
蚵,ha3
蛆,
蛋,
蚱,
蚯,
蛟,zao`1
蛙,
蛭,ts'e@i2
蛔,
蛛,ts'e@u1
蛤,
蛹,n~ong6
蜓,
蜈,
蜇,sit2
蜀,so`k6
蛾,
蛻,
蜂,o`ng1
蜃,
蜿,
蜜,me@t6
蜻,
蜢,
蜥,
蜴,
蜘,
蝕,
螂,
蝴,ha3
蝶,diep6
蝠,
蝦,
蝸,
蝨,
蝙,
蝗,
蝌,
螃,
螟,
螞,
螢,huin~3
融,
蟀,
蟑,
螳,
蟒,mang5
蟆,
螫,
螻,se@u1
螺,
蟈,
蟋,
蟯,ngeu1
蟬,
蟲,ts`ung3
蟻,
蠅,n~a^ng6
蠍,
蟹,
蠔,
蠕,
蠣,
蠢,sue@n4
蠡,lai5
蠟,rep6
蠱,
蠶,ta^m3
蠹,
蠻,man2
血,huiet2
行,hang3
衍,
術,thue@t6
街,
衙,
衛,ve6
衝,
衡,
衢,
衣,i1
初,so^1
表,bieu4
衫,o`am1
衰,sui1
衷,
袁,
袂,
袞,go`n6
袈,ka3
被,bi6
袒,
袖,tu6
袍,bao`3
袋,dai5
裁,ts`ai3
裂,
袱,
裟,
裔,
裙,kwe@n3
補,bo4
裘,ku-u3
裝,ts`ang1
裡,
裊,ne'o`4
裕,ziu6
裳,
褂,
裴,bui3
裹,
裸,xo`a4
製,ts'e2
裨,
褚,
褐,
複,
褒,
褓,biu3
褪,
褲,xo2
褥,
褫,
褻,
褶,ts'e@p2
襄,
褸,
襠,
襟,
襖,
襤,
襪,
襲,te@p6
襯,
西,te@i1
要,ieu2
覃,
覆,
見,kien2
覓,
規,kwi1
視,thi6
親,the@n1
覦,
覬,
覲,
覺,zak2
覽,lam5
觀,kwan1
角,go`k2
解,zai4
觴,
觸,suk2
言,ngon1
計,ke4
訂,din~2
訃,fo`2
記,ki2
訐,
討,thao`4
訌,
訕,
訊,
託,thak2
訓,hue@n2
訖,
訪,fo`ng4
訝,
訣,
訥,zot2
許,hu-a2
設,thet2
訟,tung6
訛,ngo`a1
註,ts'u2
詠,vin~6
評,bin~3
詞,tu-3
証,ts'u-ng2
詁,
詔,ts'ieu2
詛,ts`o^2
詐,ts`a2
詆,
訴,to2
診,ts'e@n4
詫,
該,
詳,tu-o^ng3
試,thi2
詩,thi1
詰,ke@t6
誇,xo`a1
詼,
詣,
誠,than~3
話,tho`ai6
誅,ts`u1
詭,
詢,
詮,
詬,
詹,
誦,tung6
誌,ts'i2
語,ngu-5
誣,vu1
認,n~e@n6
誡,
誓,the3
誤,
說,
誥,
誨,hoi2
誘,zu6
誑,
誼,
諒,lu-o^ng6
談,dam3
諄,
誕,
請,thin~4
諸,ts'u-1
課,xo`a2
諉,
諂,siem4
調,dieu3
誰,
論,lue@n6
諍,
諦,
諺,ngan6
諫,zan2
諱,hui2
謀,mu-u1
諜,diep6
諧,hai3
諮,
諾,na^k6
謁,iet2
謂,
諷,fung2
諭,zu6
謎,me1
謗,bang2
謙,xiem1
講,zang4
謊,
謠,zao`1
謝,ta6
謄,
謨,mo1
謹,ke@n4
謬,
譁,
譜,fa4
識,
證,ts'u-ng2
譚,
譎,kwiet6
譏,
議,ngi6
譬,thi2
警,xen~4
譯,zits'6
譴,xien4
護,ho6
譽,zu-6
讀,dok6
變,bien2
讓,n~u-o^ng3
讒,sam3
讖,
讚,tan2
谷,kok2
豁,
谿,xe1
豆,de@u6
豈,
豉,si6
豌,
豎,
豐,fo`ng1
豔,
豕,thi4
豚,
象,tu-o^ng6
豢,
豪,hao`3
豬,ts`u-1
豫,
豺,sai3
豹,be'o`1
貂,
貊,
貉,
貍,
貌,
貓,me'o`3
貝,buoi4
貞,ts`in~1
負,fu6
財,tai3
貢,kong2
販,
責,ts`ats'2
貫,kwan1
貨,ho`a2
貪,tham1
貧,be@n3
貯,ts`u-5
貼,
貳,n~i6
賊,ta^k6
資,
賈,
賄,
貲,
賃,
賂,lo6
賓,te@n1
貽,
賅,
賁,
費,fi2
賀,ha6
貴,kwi2
買,mai5
貶,biem2
貿,
貸,
賑,
賒,
賠,
賞,thu-o^ng4
賦,fu2
賤,tien6
賬,
賭,do4
賢,hien3
賣,mai6
賜,
質,ts'e@t2
賴,
賺,
賽,
購,
贅,
贈,ta^ng6
贊,
贏,
贍,thiem6
贓,tang1
贖,ts'uok6
贗,
贛,
赤,sits'2
赧,ne@n2
赦,sa2
赫,hats'2
赭,
走,te@u4
赴,fo`2
赳,
起,xo^i4
越,viet6
超,sieu1
趁,se@n2
趙,
趕,
趟,
趣,thu2
趨,su1
足,tuk2
趴,
趾,n~ai4
跎,
距,ku-a6
跋,
跚,
跑,
跌,ts`a^k6
跛,
跆,
跡,tits'2
跟,nge@n2
跨,
路,lo6
跳,xeu1
跺,
跪,kwi3
跼,
踫,
踐,
踝,
踢,
踏,dap6
踩,
踟,
蹄,de2
踱,
踴,
蹂,
踹,
踵,
蹉,tha1
蹋,
蹈,zao`6
蹊,
蹙,
蹣,
蹦,
蹤,
蹼,
蹲,
躇,ts'u-a2
蹶,
蹬,
蹺,ngeu3
躉,
躁,thao`2
躅,ge'n1
躂,
躊,ts`u3
躍,zu-o^k6
躑,
躡,
躪,
身,the@n1
躬,kung1
躲,
躺,tha^ng4
軀,so`1
車,sa1
軋,
軍,kwe@n1
軌,kwe@i5
軒,hien1
軔,
軛,
軟,n~uien5
軻,
軸,ts`uk6
軼,
較,
載,tai4
軾,
輊,
輔,
輒,
輕,xin~1
輓,
輝,hui1
輛,
輟,
輩,boi2
輦,
輪,lue@n1
輜,
輻,
輯,
輸,the@u1
轄,hat6
輾,
轂,
轅,
輿,
轉,ts'uien4
轍,
轔,
轎,kieu6
轟,huen~1
轡,
辛,te@n1
辜,
辟,vets'2
辣,lu-o^t6
辨,bien6
辦,
辭,
辯,
辰,
辱,n~o`k6
農,nong1
迂,vu1
迆,
迅,
迄,he@t2
巡,tue@n3
迎,ngen~1
返,fan4
近,ke@n6
述,thue@t6
迦,za3
迢,ziu3
迪,
迥,
迭,ze@t6
迫,bats'2
送,tong2
逆,ngits'6
迷,me1
退,tho`ai2
迺,
迴,hoi3
逃,dao`3
追,ts`ui1
逅,
這,
逍,
通,thong1
逗,
連,lien1
速,tok2
逝,
逐,ts`uk6
逕,
逞,sin~2
造,tao`6
透,the@u2
逢,fung3
逖,
逛,
途,do3
逮,
逵,
週,ts'u1
逸,ze@t6
進,tien2
運,ve@n6
遊,zu1
道,dao`6
遂,to`ai6
達,dat6
逼,bu-k2
違,vi1
遐,
遇,ngo6
遏,at2
過,kwa2
遍,
遑,
逾,zu1
遁,ts`on2
遠,vien5
遘,
遜,
遣,xien2
遙,zieu1
遞,de6
適,thits'2
遮,
遨,ngao`1
遭,tao`1
遷,thien1
遵,tue@n1
遴,le@n6
選,tuien4
遲,ts`i3
遼,
遺,zi1
避,ti6
遽,
還,ho`an3
邁,mai6
邂,
邀,
邇,
邊,bien1
邐,
邏,la6
邑,e@p2
邕,
邢,
邪,ta3
邦,ve@ng1
那,na1
邵,
邸,
邱,
郊,
郎,lang1
郁,
郡,kwe@n6
部,bo6
郭,kwats'2
都,do1
鄂,
郵,
鄉,
鄒,
鄙,be'5
鄰,le@n1
鄭,ts`in~6
鄧,da^ng6
鄱,
鄹,
酉,ze@u2
酋,
酊,
酒,
配,foi2
酌,ts'u-o^k2
酗,
酣,
酥,
酬,thu3
酪,
酩,min~4
酵,
酸,
酷,xok2
醇,
醉,
醋,
醃,
醒,tin~4
醣,
醞,
醜,se@u2
醫,i1
醬,tu-o^ng1
醺,
釀,
釁,
采,
釉,
釋,thits'2
里,lia6
重,ts`o`ng6
野,za5
量,
釐,
金,kim1
釘,din~1
針,ts'e@m1
釗,
釜,
釵,tho`a1
釦,
鈔,
釣,
釧,suien2
鈕,nao`6
鈣,
鈉,
鈞,
鈍,n~o`n6
鈐,kiem3
鈷,
鉗,kiem3
鈸,bat6
鈽,bua2
鉀,
鈾,
鉛,zuien1
鉋,bao`3
鉤,ke@u1
鉑,bak6
鈴,
鉸,
銀,nge@n1
銅,dong3
銘,
銖,
鉻,lak6
銓,
銜,
鋅,
銻,
銷,tiu1
鋪,fo2
銬,
鋤,
鋁,
銳,
銼,
鋒,
錠,din~5
錶,
鋸,ku-a1
錳,
錯,tho`2
錢,tien3
鋼,gang1
錫,thiek2
錄,
錚,ts`an~3
錐,zui3
錦,ge@m2
鍍,
鎂,
錨,
鍵,
鍊,luien6
鍥,
鍋,
錘,
鍾,ts'ung1
鍬,
鍛,
鍰,
鎔,
鎊,
鎖,to`a4
鎢,
鎳,
鎮,ts`e@n2
鏡,ke'ng4
鏑,
鏟,
鏃,
鏈,
鏜,
鏝,
鏖,
鏢,tiu1
鏍,
鏘,
鏤,
鏗,ts`e't2
鐘,ts'uong1
鐃,
鏽,
鐮,liem3
鐳,
鐵,thiet2
鐺,
鐸,dak6
鐲,duk6
鑄,
鑑,
鑒,
鑣,
鑠,thu-o^k2
鑲,
鑰,
鑽,
鑾,
鑼,la1
鑿,tak6
長,ts`u-o^ng3
門,mon1
閂,
閃,
閉,be2
閔,
閏,n~ue@n6
開,xai1
閑,n~an3
間,zan1
閒,
閘,
閡,
閨,xue1
閩,
閣,kak2
閥,
閤,
閭,
閱,
閻,
闊,
闋,
闌,lan3
闈,
闆,
闔,
闖,se@m2
闐,
關,kwan1
闡,se'n2
闢,
阜,
阡,
防,fo`ng3
阮,nguien5
阱,
阪,
陀,
阿,
阻,ts`o^4
附,fo`3
限,han6
陋,le@u6
陌,
降,zang2
院,vien6
陣,ts`e@n6
陡,
陛,be6
陝,
除,ts`u-3
陪,
陵,la^ng1
陳,ts`e@n3
陸,luk6
陰,e@m1
陴,
陶,
陷,ham5
隊,doi6
階,zai1
隋,
陽,zu-o^ng1
隅,
隆,lo`ng1
隍,
陲,thui3
隘,ai4
隔,kats'2
隕,
隙,xits'2
障,ts'u-o^ng2
際,
隧,
隨,tui3
險,hiem4
隱,e@n4
